Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
11,Martellus Bennett,GB,CHI,4,29,12.0,4.1,"Bennett has been incredibly quiet this year despite seeing 21 targets on the season, third-most in the NFL among tight ends. With that level of volume, particularly from Aaron Rodgers, Bennett is eventually going to start producing. There's as good as ever that it will be in this game, as the Bears are down both Jerrell Freeman and Quintin Demps. Like most tight ends in this range, though, Bennett makes a low-end and risky TE1. "
12,Eric Ebron,DET,MIN,6,25,12.1,2.7,"Ebron has been disappointing this season, with just nine catches for 60 yards, but this week's game sets up well for him. The Vikings are very tough against the pass, but they're vulnerable against tight ends, having allowed 15 receptions for 131 yards and two touchdowns. With Xavier Rhodes likely to take out Marvin Jones, Matthew Stafford will need other options to go to, and Ebron is likely to be the beneficiary. He's a low-end TE1 in this one. "
13,Evan Engram,NYG,TB,4,26,12.5,3.5,"Engram is quietly breaking the curse of the rookie tight ends, as he has at least four receptions and 44 yards receiving in every game this season. The Bucs defense is incredibly banged up, which could lead to Engram getting run more pass routes, rather than being forced to stay in and block. The Bucs are generally tough on opposing tight ends, but Engram's consistency keeps him as a borderline TE1 on Sunday."
14,Coby Fleener,NO,MIA,6,23,14.6,3.6,"Through two games, the Dolphins look similar to how they did last year against tight ends. Get targeted and you'll produce. There was just one tight end who was targeted at least five times and failed to hit at least 9.5 PPR points (Lance Kendricks) against them last year. It's going to get tougher for Fleener to find production with Snead back, but when playing with Brees, anything is possible. Fleener remains on the fringe TE1 conversation.  "
15,Cameron Brate,TB,NYG,4,25,15.0,4.8
16,Jack Doyle,IND,SEA,7,24,15.6,3.2
17,Benjamin Watson,BAL,PIT,7,24,16.5,3.3,"Watson, like most Ravens offensive skill players, was quiet for most of Sunday against the Jaguars. But Watson saved his fantasy day by scoring a late and meaningless touchdown. It seemed pretty clear heading into Sunday that Watson would step right into the heavily-targeted Baltimore tight end role, which certainly has value in deep leagues. The Steelers, Watson's Week 4 opponent, have allowed at least four catches to tight ends in each of their first two games, and let Adam Shaheen score on Sunday. Watson's a reasonable streaming option next week and going forward."
18,Austin Seferian-Jenkins,NYJ,JAC,11,34,18.7,4.8,"Austin Seferian-Jenkins returned to game action after his two-game suspension to start the season and immediately saw more targets than any tight end with the Jets has since Week 6 of the 2014 season. Not that it was a massive amount (six targets), but it's a step in the right direction for a franchise that seems to be gunning for the No. 1 pick. The Jaguars have allowed 17 of the 22 intended targets to tight ends to be hauled in, including two touchdowns over the last two weeks to Jonnu Smith and Ben Watson. Seferian-Jenkins is most definitely on the TE2 streaming radar while Anderson and Kearse have tough matchups."
19,Zach Miller,CHI,GB,10,26,20.0,3.9,"Miller has been the most involved of the Chicago tight ends, but he's still splitting snaps with Adam Shaheen and Dion Sims. His lack of usage, and the Bears' general ineptitude in the passing game, keeps Miller from being a startable tight end in fantasy leagues. That's especially true against Green Bay, which has held opposing tight ends to just eight catches and 43 yards this season. "
20,Ryan Griffin,HOU,TEN,11,27,19.8,3.6,"Griffin was fantastic against the Patriots, pulling in five of six targets for 61 yards and a touchdown. With C.J. Fiedorowicz lost for the season, there's a huge void to fill in the Texans offense, and Griffin looks ready to fill it. With solid matchups in two of his next three games (Titans and the Browns), Griffin makes a fine add for the near- and long-term."
21,Hunter Henry,LAC,PHI,8,34,20.0,4.0
22,Vernon Davis,WAS,KC,7,39,21.5,5.9,"Davis had a huge night on Sunday against the Raiders filling in for Jordan Reed, catching all five of his targets for 58 yards and a touchdown. If Reed were to miss significant time, Davis would make a top priority add, and immediately slot in as a TE1. But it does not sound like Reed will be out that long, and even if Davis starts next week, he will draw the Chiefs, followed by a bye. With a tough matchup and little long-term value, Davis is more of a handcuff for Reed owners."
23,Julius Thomas,MIA,NO,12,31,22.1,3.5,"Julius Thomas is who we thought he was, as he's now gone 10 games straight failing to record more than 28 yards receiving. The Saints have allowed two tight end touchdowns this year, but they aren't the most tight-end-friendly defense. "
24,Jesse James,PIT,BAL,9,31,23.0,4.0
25,David Njoku,CLE,CIN,14,52,26.6,5.3
26,Jermaine Gresham,ARI,SF,13,38,27.2,4.8
27,Seth DeValve,CLE,CIN,15,41,29.8,4.9
28,Austin Hooper,ATL,BUF,14,38,25.2,3.8,"Hooper is still living off of his huge 88-yard touchdown in Week 1, but he's averaging just two targets per game on the season. He simply isn't featured in Steve Sarkisian's offense, and Matt Ryan has plenty of other tools at his disposal. The Bills are decent against opposing tight ends, and it's unlikely that Hooper gets back on track here. He's far from the TE1 discussion at the moment."
29,Antonio Gates,LAC,PHI,17,35,26.6,3.6
30,Tyler Kroft,CIN,CLE,18,34,28.0,3.8
31,Ed Dickson,CAR,NE,15,47,29.8,4.8
32,Jonnu Smith,TEN,HOU,18,46,35.4,5.7
33,C.J. Uzomah,CIN,CLE,19,65,43.5,11.3
34,Marcedes Lewis,JAC,NYJ,20,37,30.0,3.9,"Lewis had one of the most shocking fantasy performances in recent memory, with three touchdowns against the Ravens on Sunday. Considering that he had totaled three touchdowns in the last three seasons combined, fantasy owners shouldn't be expecting a repeat performance. He does have two decent matchups coming in with the Jets and the Steelers, but even then, he's only a streaming option in deep leagues."
35,George Kittle,SF,ARI,24,39,30.4,2.8
36,Gerald Everett,LAR,DAL,23,60,32.9,5.9
37,Tyler Higbee,LAR,DAL,27,45,34.7,4.5
38,O.J. Howard,TB,NYG,26,43,34.9,4.0
39,Virgil Green,DEN,OAK,31,42,36.3,2.8
40,Luke Willson,SEA,IND,27,44,37.7,3.4
41,Nick Boyle,BAL,PIT,28,51,38.1,6.2
42,A.J. Derby,DEN,OAK,33,46,39.3,3.4
43,Dwayne Allen,NE,CAR,30,52,39.4,5.5
44,Stephen Anderson,HOU,TEN,33,58,43.5,5.3
45,Lance Kendricks,GB,CHI,29,66,44.0,10.4
46,Dion Sims,CHI,GB,39,49,44.4,2.8
47,Demetrius Harris,KC,WAS,40,60,46.9,4.7
48,Nick O'Leary,BUF,ATL,32,56,47.8,6.2
49,Maxx Williams,BAL,PIT,30,72,48.5,16.3
50,Derek Carrier,LAR,DAL,44,57,49.4,3.9
51,Josh Hill,NO,MIA,40,60,50.9,7.4
52,Trey Burton,PHI,LAC,39,82,51.3,10.3
53,Rhett Ellison,NYG,TB,37,67,52.0,7.6
54,Garrett Celek,SF,ARI,43,70,53.3,6.0
55,Jeff Heuerman,DEN,OAK,49,68,55.5,6.2
56,Vance McDonald,PIT,BAL,30,77,56.5,13.8
57,Chris Manhertz,CAR,NE,24,70,56.7,13.9
58,Will Tye,NYJ,JAC,48,69,56.9,4.9
59,Brent Celek,PHI,LAC,35,76,57.4,10.1
60,Richard Rodgers,GB,CHI,47,73,58.5,6.5
61,Jacob Hollister,NE,CAR,42,70,58.8,9.4
62,Levine Toilolo,ATL,BUF,49,69,59.3,5.4
63,Brandon Williams,IND,SEA,53,66,59.8,4.3
64,Ross Travis,KC,WAS,51,71,60.4,7.5
65,Anthony Fasano,MIA,NO,47,69,60.5,6.3
66,Darrell Daniels,IND,SEA,45,79,61.1,7.8
67,Ben Koyack,JAC,NYJ,42,68,62.3,8.1
68,Troy Niklas,ARI,SF,54,78,63.0,6.2
69,Niles Paul,WAS,KC,38,89,63.2,13.7
70,Clive Walford,OAK,DEN,53,75,64.6,7.4
71,James O'Shaughnessy,JAC,NYJ,46,77,65.5,9.6
72,Michael Hoomanawanui,NO,MIA,57,74,65.5,7.2
73,Lee Smith,OAK,DEN,61,78,65.8,5.2
74,David Morgan,MIN,DET,50,75,65.9,7.3
75,Darren Fells,DET,MIN,45,76,68.4,8.2
76,Phillip Supernaw,TEN,HOU,66,76,69.0,4.0
77,Ifeanyi Momah,ARI,SF,59,77,69.4,5.5
78,Adam Shaheen,CHI,GB,56,96,69.7,11.2
79,James Hanna,DAL,LAR,70,75,72.0,2.2
80,Randall Telfer,CLE,CIN,65,81,72.7,6.5
81,Geoff Swaim,DAL,LAR,69,79,74.0,5.0
82,Sean McGrath,LAC,PHI,75,80,77.5,2.5
83,Ryan Hewitt,CIN,CLE,73,84,78.5,5.5
84,Blake Bell,MIN,DET,74,86,80.0,6.0
