,,,,,,,,,,,,,37435-53681:Tyreek Hill,37435-53681,WR,Tyreek,Tyreek Hill,Hill,18.15625,16,7600,KC@JAC,KC,JAC,,,
,,,,,,,,,,,,,37435-70324:Carson Wentz,37435-70324,QB,Carson,Carson Wentz,Wentz,18.19636397,11,7600,WAS@PHI,PHI,WAS,,,
,,,,,,,,,,,,,37435-30447:Todd Gurley II,37435-30447,RB,Todd,Todd Gurley II,Gurley II,24.47142901,14,7600,LAR@CAR,LAR,CAR,,,
,,,,,,,,,,,,,37435-24849:Jameis Winston,37435-24849,QB,Jameis,Jameis Winston,Winston,19.07090898,11,7500,SF@TB,TB,SF,,,
,,,,,,,,,,,,,37435-31001:Amari Cooper,37435-31001,WR,Amari,Amari Cooper,Cooper,11.86666667,15,7500,NYG@DAL,DAL,NYG,,,
,,,,,,,,,,,,,37435-7968:Philip Rivers,37435-7968,QB,Philip,Philip Rivers,Rivers,18.56374931,16,7500,IND@LAC,LAC,IND,,,
,,,,,,,,,,,,,37435-31716:Dak Prescott,37435-31716,QB,Dak,Dak Prescott,Prescott,18.36874962,16,7500,NYG@DAL,DAL,NYG,,,
,,,,,,,,,,,,,37435-53562:Nick Chubb,37435-53562,RB,Nick,Nick Chubb,Chubb,11.53125,16,7400,TEN@CLE,CLE,TEN,,,
,,,,,,,,,,,,,37435-22038:Kirk Cousins,37435-22038,QB,Kirk,Kirk Cousins,Cousins,18.28874969,16,7400,ATL@MIN,MIN,ATL,,,
,,,,,,,,,,,,,37435-63115:Lamar Jackson,37435-63115,QB,Lamar,Lamar Jackson,Jackson,10.03374958,16,7400,BAL@MIA,BAL,MIA,,,
,,,,,,,,,,,,,37435-39716:Adam Thielen,37435-39716,WR,Adam,Adam Thielen,Thielen,15.67500019,16,7400,ATL@MIN,MIN,ATL,,,
,,,,,,,,,,,,,37435-54140:Dalvin Cook,37435-54140,RB,Dalvin,Dalvin Cook,Cook,12,11,7400,ATL@MIN,MIN,ATL,,,
,,,,,,,,,,,,,37435-39793:George Kittle,37435-39793,TE,George,George Kittle,Kittle,13.41874981,16,7300,SF@TB,SF,TB,,,
,,,,,,,,,,,,,37435-63484:Kyler Murray,37435-63484,QB,Kyler,Kyler Murray,Murray,0,0,7300,DET@ARI,ARI,DET,,,
,,,,,,,,,,,,,37435-54604:Jimmy Garoppolo,37435-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,17.00666682,3,7200,SF@TB,SF,TB,,,
,,,,,,,,,,,,,37435-25079:Stefon Diggs,37435-25079,WR,Stefon,Stefon Diggs,Diggs,14.35333354,15,7200,ATL@MIN,MIN,ATL,Q,Hamstring,
,,,,,,,,,,,,,37435-52922:Leonard Fournette,37435-52922,RB,Leonard,Leonard Fournette,Fournette,13.67500019,8,7200,KC@JAC,JAC,KC,,,
,,,,,,,,,,,,,37435-29780:Zach Ertz,37435-29780,TE,Zach,Zach Ertz,Ertz,13.89375019,16,7100,WAS@PHI,PHI,WAS,,,
,,,,,,,,,,,,,37435-14187:A.J. Green,37435-14187,WR,A.J.,A.J. Green,Green,14.04444461,9,7100,CIN@SEA,CIN,SEA,O,Ankle,
,,,,,,,,,,,,,37435-63806:Kerryon Johnson,37435-63806,RB,Kerryon,Kerryon Johnson,Johnson,12.34000015,10,7000,DET@ARI,DET,ARI,,,
,,,,,,,,,,,,,37435-29501:Brandin Cooks,37435-29501,WR,Brandin,Brandin Cooks,Cooks,13.54666646,15,7000,LAR@CAR,LAR,CAR,,,
,,,,,,,,,,,,,37435-29685:Robert Woods,37435-29685,WR,Robert,Robert Woods,Woods,13.91250038,16,7000,LAR@CAR,LAR,CAR,,,
,,,,,,,,,,,,,37435-55635:Chris Godwin,37435-55635,WR,Chris,Chris Godwin,Godwin,9.731249809,16,6900,SF@TB,TB,SF,,,
,,,,,,,,,,,,,37435-57909:Marlon Mack,37435-57909,RB,Marlon,Marlon Mack,Mack,14.13333384,12,6900,IND@LAC,IND,LAC,,,
,,,,,,,,,,,,,37435-40669:Tyler Boyd,37435-40669,WR,Tyler,Tyler Boyd,Boyd,13.07857186,14,6900,CIN@SEA,CIN,SEA,,,
,,,,,,,,,,,,,37435-62239:Josh Allen,37435-62239,QB,Josh,Josh Allen,Allen,18.33833313,12,6900,BUF@NYJ,BUF,NYJ,,,
,,,,,,,,,,,,,37435-27441:Damien Williams,37435-27441,RB,Damien,Damien Williams,Williams,8.709999847,10,6900,KC@JAC,KC,JAC,,,
,,,,,,,,,,,,,37435-54244:Kenny Golladay,37435-54244,WR,Kenny,Kenny Golladay,Golladay,11.47333374,15,6900,DET@ARI,DET,ARI,,,
,,,,,,,,,,,,,37435-79970:Cooper Kupp,37435-79970,WR,Cooper,Cooper Kupp,Kupp,14.38749981,8,6800,LAR@CAR,LAR,CAR,,,
,,,,,,,,,,,,,37435-39280:Derrick Henry,37435-39280,RB,Derrick,Derrick Henry,Henry,12.11625004,16,6800,TEN@CLE,TEN,CLE,,,
,,,,,,,,,,,,,37435-27050:Tyler Lockett,37435-27050,WR,Tyler,Tyler Lockett,Lockett,12.11874962,16,6800,CIN@SEA,SEA,CIN,,,
,,,,,,,,,,,,,37435-63589:Sam Darnold,37435-63589,QB,Sam,Sam Darnold,Darnold,14.10769184,13,6700,BUF@NYJ,NYJ,BUF,,,
,,,,,,,,,,,,,37435-24920:Devonta Freeman,37435-24920,RB,Devonta,Devonta Freeman,Freeman,5.800000191,2,6700,ATL@MIN,ATL,MIN,,,
,,,,,,,,,,,,,37435-21980:Alshon Jeffery,37435-21980,WR,Alshon,Alshon Jeffery,Jeffery,11.75384639,13,6700,WAS@PHI,PHI,WAS,,,
,,,,,,,,,,,,,37435-6654:Matthew Stafford,37435-6654,QB,Matthew,Matthew Stafford,Stafford,13.94874954,16,6600,DET@ARI,DET,ARI,,,
,,,,,,,,,,,,,37435-64119:Chris Carson,37435-64119,RB,Chris,Chris Carson,Carson,13.67142814,14,6600,CIN@SEA,SEA,CIN,,,
,,,,,,,,,,,,,37435-14211:Mark Ingram II,37435-14211,RB,Mark,Mark Ingram II,Ingram II,11,12,6600,BAL@MIA,BAL,MIA,,,
,,,,,,,,,,,,,37435-64555:Calvin Ridley,37435-64555,WR,Calvin,Calvin Ridley,Ridley,10.92500019,16,6500,ATL@MIN,ATL,MIN,,,
,,,,,,,,,,,,,37435-39286:O.J. Howard,37435-39286,TE,O.J.,O.J. Howard,Howard,10.35,10,6500,SF@TB,TB,SF,,,
,,,,,,,,,,,,,37435-56698:Dante Pettis,37435-56698,WR,Dante,Dante Pettis,Pettis,7.5,12,6500,SF@TB,SF,TB,,,
,,,,,,,,,,,,,37435-22027:Nick Foles,37435-22027,QB,Nick,Nick Foles,Foles,15.94400024,5,6500,KC@JAC,JAC,KC,,,
,,,,,,,,,,,,,37435-29358:Marcus Mariota,37435-29358,QB,Marcus,Marcus Mariota,Mariota,13.10142844,14,6500,TEN@CLE,TEN,CLE,,,
,,,,,,,,,,,,,37435-14225:Andy Dalton,37435-14225,QB,Andy,Andy Dalton,Dalton,16.86727212,11,6500,CIN@SEA,CIN,SEA,,,
,,,,,,,,,,,,,37435-80001:Austin Ekeler,37435-80001,RB,Austin,Austin Ekeler,Ekeler,10.66428593,14,6400,IND@LAC,LAC,IND,,,
,,,,,,,,,,,,,37435-6826:Eli Manning,37435-6826,QB,Eli,Eli Manning,Manning,15.68500042,16,6400,NYG@DAL,NYG,DAL,,,
,,,,,,,,,,,,,37435-41872:Evan Engram,37435-41872,TE,Evan,Evan Engram,Engram,9.436363914,11,6400,NYG@DAL,NYG,DAL,,,
,,,,,,,,,,,,,37435-39829:Mike Williams,37435-39829,WR,Mike,Mike Williams,Williams,9.918749809,16,6400,IND@LAC,LAC,IND,,,
,,,,,,,,,,,,,37435-24641:Sammy Watkins,37435-24641,WR,Sammy,Sammy Watkins,Watkins,9.509999847,10,6300,KC@JAC,KC,JAC,,,
,,,,,,,,,,,,,37435-27776:Tevin Coleman,37435-27776,RB,Tevin,Tevin Coleman,Coleman,11.10000038,16,6300,SF@TB,SF,TB,,,
,,,,,,,,,,,,,37435-26251:Robby Anderson,37435-26251,WR,Robby,Robby Anderson,Anderson,9.38571385,14,6300,BUF@NYJ,NYJ,BUF,Q,Calf,
,,,,,,,,,,,,,37435-31394:Jarvis Landry,37435-31394,WR,Jarvis,Jarvis Landry,Landry,11.03874969,16,6300,TEN@CLE,CLE,TEN,,,
,,,,,,,,,,,,,37435-45439:Corey Davis,37435-45439,WR,Corey,Corey Davis,Davis,9.443750381,16,6200,TEN@CLE,TEN,CLE,,,
,,,,,,,,,,,,,37435-22994:Case Keenum,37435-22994,QB,Case,Case Keenum,Keenum,14.36874962,16,6200,WAS@PHI,WAS,PHI,,,
,,,,,,,,,,,,,37435-73183:Dwayne Haskins Jr.,37435-73183,QB,Dwayne,Dwayne Haskins Jr.,Haskins Jr.,0,0,6200,WAS@PHI,WAS,PHI,,,
,,,,,,,,,,,,,37435-7659:Ryan Fitzpatrick,37435-7659,QB,Ryan,Ryan Fitzpatrick,Fitzpatrick,22.22999954,8,6200,BAL@MIA,MIA,BAL,,,
,,,,,,,,,,,,,37435-63043:DJ Moore,37435-63043,WR,DJ,DJ Moore,Moore,8.09375,16,6200,LAR@CAR,CAR,LAR,,,
,,,,,,,,,,,,,37435-62364:Josh Rosen,37435-62364,QB,Josh,Josh Rosen,Rosen,9.065714155,14,6200,BAL@MIA,MIA,BAL,,,
,,,,,,,,,,,,,37435-22103:Marvin Jones Jr.,37435-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,10.92222256,9,6100,DET@ARI,DET,ARI,,,
,,,,,,,,,,,,,37435-40845:Hunter Henry,37435-40845,TE,Hunter,Hunter Henry,Henry,0,0,6100,IND@LAC,LAC,IND,,,
,,,,,,,,,,,,,37435-24607:Chad Kelly,37435-24607,QB,Chad,Chad Kelly,Kelly,-0.100000001,1,6000,IND@LAC,IND,LAC,O,Suspension,
,,,,,,,,,,,,,37435-63519:Daniel Jones,37435-63519,QB,Daniel,Daniel Jones,Jones,0,0,6000,NYG@DAL,NYG,DAL,,,
,,,,,,,,,,,,,37435-14377:Tyrod Taylor,37435-14377,QB,Tyrod,Tyrod Taylor,Taylor,10.85499954,4,6000,IND@LAC,LAC,IND,,,
,,,,,,,,,,,,,37435-53331:Taylor Heinicke,37435-53331,QB,Taylor,Taylor Heinicke,Heinicke,3.379999924,5,6000,LAR@CAR,CAR,LAR,,,
,,,,,,,,,,,,,37435-57433:Vincent Testaverde,37435-57433,QB,Vincent,Vincent Testaverde,Testaverde,0,0,6000,SF@TB,TB,SF,,,
,,,,,,,,,,,,,37435-52342:Will Grier,37435-52342,QB,Will,Will Grier,Grier,0,0,6000,LAR@CAR,CAR,LAR,,,
,,,,,,,,,,,,,37435-39034:Kurt Benkert,37435-39034,QB,Kurt,Kurt Benkert,Benkert,0,0,6000,ATL@MIN,ATL,MIN,IR,Toe,
,,,,,,,,,,,,,37435-63611:Kyle Shurmur,37435-63611,QB,Kyle,Kyle Shurmur,Shurmur,0,0,6000,KC@JAC,KC,JAC,,,
,,,,,,,,,,,,,37435-83079:Kyle Lauletta,37435-83079,QB,Kyle,Kyle Lauletta,Lauletta,-1.200000048,1,6000,WAS@PHI,PHI,WAS,,,
,,,,,,,,,,,,,37435-27801:Nate Sudfeld,37435-27801,QB,Nate,Nate Sudfeld,Sudfeld,2.339999914,2,6000,WAS@PHI,PHI,WAS,O,Wrist,
,,,,,,,,,,,,,37435-71845:Miles Sanders,37435-71845,RB,Miles,Miles Sanders,Sanders,0,0,6000,WAS@PHI,PHI,WAS,,,
,,,,,,,,,,,,,37435-53416:Wilton Speight,37435-53416,QB,Wilton,Wilton Speight,Speight,0,0,6000,SF@TB,SF,TB,,,
,,,,,,,,,,,,,37435-83130:Chad Kanoff,37435-83130,QB,Chad,Chad Kanoff,Kanoff,0,0,6000,DET@ARI,DET,ARI,,,
,,,,,,,,,,,,,37435-45259:Logan Woodside,37435-45259,QB,Logan,Logan Woodside,Woodside,0,0,6000,TEN@CLE,TEN,CLE,,,
,,,,,,,,,,,,,37435-29915:Brett Hundley,37435-29915,QB,Brett,Brett Hundley,Hundley,0,0,6000,DET@ARI,ARI,DET,,,
,,,,,,,,,,,,,37435-11485:Golden Tate,37435-11485,WR,Golden,Golden Tate,Tate,9.72666626,15,6000,NYG@DAL,NYG,DAL,O,Suspension,
,,,,,,,,,,,,,37435-11500:Colt McCoy,37435-11500,QB,Colt,Colt McCoy,McCoy,10.0600001,3,6000,WAS@PHI,WAS,PHI,O,Lower leg,
,,,,,,,,,,,,,37435-72957:Drew Anderson,37435-72957,QB,Drew,Drew Anderson,Anderson,0,0,6000,DET@ARI,ARI,DET,,,
,,,,,,,,,,,,,37435-39179:Tanner Lee,37435-39179,QB,Tanner,Tanner Lee,Lee,0,0,6000,KC@JAC,JAC,KC,,,
,,,,,,,,,,,,,37435-30989:Kenyan Drake,37435-30989,RB,Kenyan,Kenyan Drake,Drake,11.23124981,16,6000,BAL@MIA,MIA,BAL,,,
,,,,,,,,,,,,,37435-27982:Jake Rudock,37435-27982,QB,Jake,Jake Rudock,Rudock,0,0,6000,BAL@MIA,MIA,BAL,,,
,,,,,,,,,,,,,37435-27986:C.J. Beathard,37435-27986,QB,C.J.,C.J. Beathard,Beathard,16.39600067,5,6000,SF@TB,SF,TB,,,
,,,,,,,,,,,,,37435-53604:Nick Fitzgerald,37435-53604,QB,Nick,Nick Fitzgerald,Fitzgerald,0,0,6000,SF@TB,TB,SF,,,
,,,,,,,,,,,,,37435-61798:Gardner Minshew II,37435-61798,QB,Gardner,Gardner Minshew II,Minshew II,0,0,6000,KC@JAC,JAC,KC,,,
,,,,,,,,,,,,,37435-63851:Tyree Jackson,37435-63851,QB,Tyree,Tyree Jackson,Jackson,0,0,6000,BUF@NYJ,BUF,NYJ,,,
,,,,,,,,,,,,,37435-25969:Tom Savage,37435-25969,QB,Tom,Tom Savage,Savage,0,0,6000,DET@ARI,DET,ARI,,,
,,,,,,,,,,,,,37435-52606:David Blough,37435-52606,QB,David,David Blough,Blough,0,0,6000,DET@ARI,DET,ARI,,,
,,,,,,,,,,,,,37435-103824:Easton Stick,37435-103824,QB,Easton,Easton Stick,Stick,0,0,6000,IND@LAC,LAC,IND,,,
,,,,,,,,,,,,,37435-32158:Garrett Gilbert,37435-32158,QB,Garrett,Garrett Gilbert,Gilbert,1.600000024,1,6000,TEN@CLE,CLE,TEN,,,
,,,,,,,,,,,,,37435-60840:Jake Browning,37435-60840,QB,Jake,Jake Browning,Browning,0,0,6000,ATL@MIN,MIN,ATL,,,
,,,,,,,,,,,,,37435-21941:Robert Griffin III,37435-21941,QB,Robert,Robert Griffin III,Griffin III,0.419999987,2,6000,BAL@MIA,BAL,MIA,,,
,,,,,,,,,,,,,37435-60858:Christian Kirk,37435-60858,WR,Christian,Christian Kirk,Kirk,8.5,12,6000,DET@ARI,ARI,DET,,,
,,,,,,,,,,,,,37435-21948:Ryan Tannehill,37435-21948,QB,Ryan,Ryan Tannehill,Tannehill,13.76909152,11,6000,TEN@CLE,TEN,CLE,,,
,,,,,,,,,,,,,37435-34308:Blake Bortles,37435-34308,QB,Blake,Blake Bortles,Bortles,14.17076932,13,6000,LAR@CAR,LAR,CAR,,,
,,,,,,,,,,,,,37435-6679:Matt Schaub,37435-6679,QB,Matt,Matt Schaub,Schaub,0.300000012,2,6000,ATL@MIN,ATL,MIN,,,
,,,,,,,,,,,,,37435-30231:Jacoby Brissett,37435-30231,QB,Jacoby,Jacoby Brissett,Brissett,-0.155000001,4,6000,IND@LAC,IND,LAC,,,
,,,,,,,,,,,,,37435-23075:Alex Tanney,37435-23075,QB,Alex,Alex Tanney,Tanney,0,0,6000,NYG@DAL,NYG,DAL,,,
,,,,,,,,,,,,,37435-30253:Jeff Driskel,37435-30253,QB,Jeff,Jeff Driskel,Driskel,10.89000034,8,6000,CIN@SEA,CIN,SEA,IR,Hamstring,
,,,,,,,,,,,,,37435-7744:Drew Stanton,37435-7744,QB,Drew,Drew Stanton,Stanton,0,0,6000,TEN@CLE,CLE,TEN,,,
,,,,,,,,,,,,,37435-104021:Taryn Christion,37435-104021,QB,Taryn,Taryn Christion,Christion,0,0,6000,NYG@DAL,DAL,NYG,,,
,,,,,,,,,,,,,37435-40534:Mike White,37435-40534,QB,Mike,Mike White,White,0,0,6000,NYG@DAL,DAL,NYG,,,
,,,,,,,,,,,,,37435-104025:John Lovett,37435-104025,QB,John,John Lovett,Lovett,0,0,6000,KC@JAC,KC,JAC,IR,Shoulder,
,,,,,,,,,,,,,37435-41562:Nick Mullens,37435-41562,QB,Nick,Nick Mullens,Mullens,16.68499947,8,6000,SF@TB,SF,TB,,,
,,,,,,,,,,,,,37435-7844:Chad Henne,37435-7844,QB,Chad,Chad Henne,Henne,1.460000038,1,6000,KC@JAC,KC,JAC,IR,Ankle,
,,,,,,,,,,,,,37435-44715:Cooper Rush,37435-44715,QB,Cooper,Cooper Rush,Rush,0,0,6000,NYG@DAL,DAL,NYG,,,
,,,,,,,,,,,,,37435-62133:Chase Litton,37435-62133,QB,Chase,Chase Litton,Litton,0,0,6000,KC@JAC,JAC,KC,,,
,,,,,,,,,,,,,37435-33463:Paxton Lynch,37435-33463,QB,Paxton,Paxton Lynch,Lynch,0,0,6000,CIN@SEA,SEA,CIN,,,
,,,,,,,,,,,,,37435-29445:Sean Mannion,37435-29445,QB,Sean,Sean Mannion,Mannion,0.006666667,3,6000,ATL@MIN,MIN,ATL,,,
,,,,,,,,,,,,,37435-28434:Trevor Siemian,37435-28434,QB,Trevor,Trevor Siemian,Siemian,0,0,6000,BUF@NYJ,NYJ,BUF,,,
,,,,,,,,,,,,,37435-46866:Ryan Finley,37435-46866,QB,Ryan,Ryan Finley,Finley,0,0,6000,CIN@SEA,CIN,SEA,,,
,,,,,,,,,,,,,37435-70464:Josh Woodrum,37435-70464,QB,Josh,Josh Woodrum,Woodrum,0,0,6000,WAS@PHI,WAS,PHI,IR,Pectoral,
,,,,,,,,,,,,,37435-27477:Sterling Shepard,37435-27477,WR,Sterling,Sterling Shepard,Shepard,9.34375,16,6000,NYG@DAL,NYG,DAL,,,
,,,,,,,,,,,,,37435-104281:Jake Dolegala,37435-104281,QB,Jake,Jake Dolegala,Dolegala,0,0,6000,CIN@SEA,CIN,SEA,,,
,,,,,,,,,,,,,37435-28515:Cardale Jones,37435-28515,QB,Cardale,Cardale Jones,Jones,0,0,6000,IND@LAC,LAC,IND,,,
,,,,,,,,,,,,,37435-41827:Phillip Walker,37435-41827,QB,Phillip,Phillip Walker,Walker,0,0,6000,IND@LAC,IND,LAC,,,
,,,,,,,,,,,,,37435-53095:Kyle Allen,37435-53095,QB,Kyle,Kyle Allen,Allen,13.27000046,2,6000,LAR@CAR,CAR,LAR,,,
,,,,,,,,,,,,,37435-55148:Clayton Thorson,37435-55148,QB,Clayton,Clayton Thorson,Thorson,0,0,6000,NYG@DAL,DAL,NYG,,,
,,,,,,,,,,,,,37435-33647:Kyle Sloter,37435-33647,QB,Kyle,Kyle Sloter,Sloter,0,0,6000,DET@ARI,ARI,DET,,,
,,,,,,,,,,,,,37435-14194:Blaine Gabbert,37435-14194,QB,Blaine,Blaine Gabbert,Gabbert,4.630000114,8,6000,SF@TB,TB,SF,O,Shoulder,
,,,,,,,,,,,,,37435-26483:Geno Smith,37435-26483,QB,Geno,Geno Smith,Smith,-0.370000005,4,6000,CIN@SEA,SEA,CIN,,,
,,,,,,,,,,,,,37435-39795:Davis Webb,37435-39795,QB,Davis,Davis Webb,Webb,0,0,6000,BUF@NYJ,BUF,NYJ,,,
,,,,,,,,,,,,,37435-56192:John Wolford,37435-56192,QB,John,John Wolford,Wolford,0,0,6000,LAR@CAR,LAR,CAR,,,
,,,,,,,,,,,,,37435-29587:Cody Kessler,37435-29587,QB,Cody,Cody Kessler,Kessler,8.131999969,5,6000,WAS@PHI,PHI,WAS,,,
,,,,,,,,,,,,,37435-29605:Matt Barkley,37435-29605,QB,Matt,Matt Barkley,Barkley,17.07999992,1,6000,BUF@NYJ,BUF,NYJ,,,
,,,,,,,,,,,,,37435-33702:Ryan Griffin,37435-33702,QB,Ryan,Ryan Griffin,Griffin,0,0,6000,SF@TB,TB,SF,,,
,,,,,,,,,,,,,37435-43956:David Fales,37435-43956,QB,David,David Fales,Fales,0,0,6000,DET@ARI,DET,ARI,,,
,,,,,,,,,,,,,37435-56286:Trace McSorley,37435-56286,QB,Trace,Trace McSorley,McSorley,0,0,6000,BAL@MIA,BAL,MIA,,,
,,,,,,,,,,,,,37435-41966:Luke Falk,37435-41966,QB,Luke,Luke Falk,Falk,0,0,6000,BUF@NYJ,NYJ,BUF,,,
,,,,,,,,,,,,,37435-60735:Derrius Guice,37435-60735,RB,Derrius,Derrius Guice,Guice,0,0,5900,WAS@PHI,WAS,PHI,,,
,,,,,,,,,,,,,37435-52613:Curtis Samuel,37435-52613,WR,Curtis,Curtis Samuel,Samuel,9.023077158,13,5900,LAR@CAR,CAR,LAR,,,
,,,,,,,,,,,,,37435-60910:Dede Westbrook,37435-60910,WR,Dede,Dede Westbrook,Westbrook,9.15625,16,5900,KC@JAC,JAC,KC,,,
,,,,,,,,,,,,,37435-57840:Rashaad Penny,37435-57840,RB,Rashaad,Rashaad Penny,Penny,5.069230887,13,5900,CIN@SEA,SEA,CIN,,,
,,,,,,,,,,,,,37435-25272:Eric Ebron,37435-25272,TE,Eric,Eric Ebron,Ebron,11.82499981,16,5900,IND@LAC,IND,LAC,,,
,,,,,,,,,,,,,37435-6883:Larry Fitzgerald,37435-6883,WR,Larry,Larry Fitzgerald,Fitzgerald,9.448749542,16,5900,DET@ARI,ARI,DET,,,
,,,,,,,,,,,,,37435-55165:Justin Jackson,37435-55165,RB,Justin,Justin Jackson,Jackson,6.699999809,8,5900,IND@LAC,LAC,IND,,,
,,,,,,,,,,,,,37435-55335:David Njoku,37435-55335,TE,David,David Njoku,Njoku,7.726666768,15,5800,TEN@CLE,CLE,TEN,,,
,,,,,,,,,,,,,37435-42142:Jordan Howard,37435-42142,RB,Jordan,Jordan Howard,Howard,10.625,16,5800,WAS@PHI,PHI,WAS,,,
,,,,,,,,,,,,,37435-6779:LeSean McCoy,37435-6779,RB,LeSean,LeSean McCoy,McCoy,7.871428353,14,5800,KC@JAC,KC,JAC,,,
,,,,,,,,,,,,,37435-42107:Robert Foster,37435-42107,WR,Robert,Robert Foster,Foster,7.781818043,11,5700,BUF@NYJ,BUF,NYJ,,,
,,,,,,,,,,,,,37435-52371:Kalen Ballage,37435-52371,RB,Kalen,Kalen Ballage,Ballage,3.018181888,11,5700,BAL@MIA,MIA,BAL,,,
,,,,,,,,,,,,,37435-54608:Jerick McKinnon,37435-54608,RB,Jerick,Jerick McKinnon,McKinnon,0,0,5700,SF@TB,SF,TB,IR,Knee - acl,
,,,,,,,,,,,,,37435-14339:Dion Lewis,37435-14339,RB,Dion,Dion Lewis,Lewis,8.199999809,16,5600,TEN@CLE,TEN,CLE,,,
,,,,,,,,,,,,,37435-63591:Ronald Jones II,37435-63591,RB,Ronald,Ronald Jones II,Jones II,2.866666794,6,5600,SF@TB,TB,SF,,,
,,,,,,,,,,,,,37435-69956:Michael Gallup,37435-69956,WR,Michael,Michael Gallup,Gallup,5.41333313,15,5600,NYG@DAL,DAL,NYG,,,
