Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,
990353406,NFL $1M Divisional Final Four ,52322004,$4 ,Case Keenum (10074543),Corey Clement (10074599),Leonard Fournette (10074565),Corey Davis (10074679),Mohamed Sanu (10074651),Michael Thomas (10074643),Rob Gronkowski (10074737),Stefon Diggs (10074649),Jaguars (10074791),,RB,Alvin Kamara (10074563),Alvin Kamara,10074563,7800,NO@MIN 01/14/2018 04:40PM ET,NO
990353407,NFL $1M Divisional Final Four ,52322004,$4 ,Case Keenum (10074543),Chris Ivory (10074593),James White (10074587),Alshon Jeffery (10074653),Julio Jones (10074639),Michael Thomas (10074643),Delanie Walker (10074741),Stefon Diggs (10074649),Steelers (10074789),,WR,Adam Thielen (10074641),Adam Thielen,10074641,7600,NO@MIN 01/14/2018 04:40PM ET,MIN
990353408,NFL $1M Divisional Final Four ,52322004,$4 ,Tom Brady (10074540),Leonard Fournette (10074565),Mark Ingram (10074573),Corey Davis (10074679),Alshon Jeffery (10074653),Adam Thielen (10074641),Austin Hooper (10074747),Rob Gronkowski (10074737),Jaguars (10074791),,RB,Derrick Henry (10074569),Derrick Henry,10074569,7300,TEN@NE 01/13/2018 08:15PM ET,TEN
990353409,NFL $1M Divisional Final Four ,52322004,$4 ,Tom Brady (10074540),Alvin Kamara (10074563),Jerick McKinnon (10074579),Nelson Agholor (10074663),Corey Davis (10074679),Mohamed Sanu (10074651),Rob Gronkowski (10074737),JuJu Smith-Schuster (10074647),Jaguars (10074791),,WR,Michael Thomas (10074643),Michael Thomas,10074643,7200,NO@MIN 01/14/2018 04:40PM ET,NO
990353410,NFL $1M Divisional Final Four ,52322004,$4 ,Drew Brees (10074542),Devonta Freeman (10074571),T.J. Yeldon (10074597),Ted Ginn Jr. (10074655),Alshon Jeffery (10074653),Michael Thomas (10074643),Rob Gronkowski (10074737),Delanie Walker (10074741),Steelers (10074789),,TE,Rob Gronkowski (10074737),Rob Gronkowski,10074737,7100,TEN@NE 01/13/2018 08:15PM ET,NE
990353411,NFL $1M Divisional Final Four ,52322004,$4 ,Drew Brees (10074542),Chris Ivory (10074593),James White (10074587),JuJu Smith-Schuster (10074647),Adam Thielen (10074641),Michael Thomas (10074643),Delanie Walker (10074741),Ted Ginn Jr. (10074655),Falcons (10074792),,QB,Tom Brady (10074540),Tom Brady,10074540,7000,TEN@NE 01/13/2018 08:15PM ET,NE
990353412,NFL $1M Divisional Final Four ,52322004,$4 ,Matt Ryan (10074545),Leonard Fournette (10074565),Alvin Kamara (10074563),Michael Floyd (10074725),Alshon Jeffery (10074653),Mohamed Sanu (10074651),Rob Gronkowski (10074737),Delanie Walker (10074741),Jaguars (10074791),,WR,Brandin Cooks (10074645),Brandin Cooks,10074645,7000,TEN@NE 01/13/2018 08:15PM ET,NE
990353413,NFL $1M Divisional Final Four ,52322004,$4 ,Matt Ryan (10074545),Leonard Fournette (10074565),Dion Lewis (10074567),Alshon Jeffery (10074653),Mohamed Sanu (10074651),Michael Thomas (10074643),Vance McDonald (10074771),Stefon Diggs (10074649),Patriots (10074790),,RB,Leonard Fournette (10074565),Leonard Fournette,10074565,6900,JAX@PIT 01/14/2018 01:05PM ET,JAX
990353414,NFL $1M Divisional Final Four ,52322004,$4 ,Tom Brady (10074540),Leonard Fournette (10074565),Alvin Kamara (10074563),Danny Amendola (10074669),Julio Jones (10074639),Torrey Smith (10074703),Delanie Walker (10074741),Jerick McKinnon (10074579),Jaguars (10074791),,RB,Dion Lewis (10074567),Dion Lewis,10074567,6600,TEN@NE 01/13/2018 08:15PM ET,NE
990353415,NFL $1M Divisional Final Four ,52322004,$4 ,Tom Brady (10074540),Leonard Fournette (10074565),Devonta Freeman (10074571),Danny Amendola (10074669),Stefon Diggs (10074649),Alshon Jeffery (10074653),Delanie Walker (10074741),Mark Ingram (10074573),Steelers (10074789),,QB,Drew Brees (10074542),Drew Brees,10074542,6300,NO@MIN 01/14/2018 04:40PM ET,NO
992291272,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Tom Brady (10074540),Leonard Fournette (10074565),Alvin Kamara (10074563),Danny Amendola (10074669),Julio Jones (10074639),Torrey Smith (10074703),Delanie Walker (10074741),Jerick McKinnon (10074579),Jaguars (10074791),,QB,Ben Roethlisberger (10074541),Ben Roethlisberger,10074541,6200,JAX@PIT 01/14/2018 01:05PM ET,PIT
992291273,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Tom Brady (10074540),Alvin Kamara (10074563),Jerick McKinnon (10074579),Nelson Agholor (10074663),Corey Davis (10074679),Mohamed Sanu (10074651),Rob Gronkowski (10074737),JuJu Smith-Schuster (10074647),Jaguars (10074791),,WR,Stefon Diggs (10074649),Stefon Diggs,10074649,6200,NO@MIN 01/14/2018 04:40PM ET,MIN
992291274,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Tom Brady (10074540),Leonard Fournette (10074565),Devonta Freeman (10074571),Danny Amendola (10074669),Stefon Diggs (10074649),Alshon Jeffery (10074653),Delanie Walker (10074741),Mark Ingram (10074573),Steelers (10074789),,QB,Case Keenum (10074543),Case Keenum,10074543,6100,NO@MIN 01/14/2018 04:40PM ET,MIN
992291275,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Tom Brady (10074540),Leonard Fournette (10074565),Mark Ingram (10074573),Corey Davis (10074679),Alshon Jeffery (10074653),Adam Thielen (10074641),Austin Hooper (10074747),Rob Gronkowski (10074737),Jaguars (10074791),,WR,JuJu Smith-Schuster (10074647),JuJu Smith-Schuster,10074647,6000,JAX@PIT 01/14/2018 01:05PM ET,PIT
992291276,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Drew Brees (10074542),Leonard Fournette (10074565),Alvin Kamara (10074563),Danny Amendola (10074669),Eric Decker (10074675),Mohamed Sanu (10074651),Zach Ertz (10074739),Stefon Diggs (10074649),Jaguars (10074791),,QB,Marcus Mariota (10074544),Marcus Mariota,10074544,5900,TEN@NE 01/13/2018 08:15PM ET,TEN
992291277,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Drew Brees (10074542),Alvin Kamara (10074563),Dion Lewis (10074567),Stefon Diggs (10074649),Alshon Jeffery (10074653),JuJu Smith-Schuster (10074647),Austin Hooper (10074747),Delanie Walker (10074741),Jaguars (10074791),,RB,Devonta Freeman (10074571),Devonta Freeman,10074571,5900,ATL@PHI 01/13/2018 04:35PM ET,ATL
992291278,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Drew Brees (10074542),Alvin Kamara (10074563),T.J. Yeldon (10074597),Corey Davis (10074679),Stefon Diggs (10074649),JuJu Smith-Schuster (10074647),Rob Gronkowski (10074737),Michael Thomas (10074643),Eagles (10074795),,TE,Zach Ertz (10074739),Zach Ertz,10074739,5800,ATL@PHI 01/13/2018 04:35PM ET,PHI
992291279,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Drew Brees (10074542),Leonard Fournette (10074565),Jerick McKinnon (10074579),Brandin Cooks (10074645),Corey Davis (10074679),Michael Thomas (10074643),Austin Hooper (10074747),Alvin Kamara (10074563),Jaguars (10074791),,WR,Ted Ginn Jr. (10074655),Ted Ginn Jr.,10074655,5800,NO@MIN 01/14/2018 04:40PM ET,NO
992291280,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Drew Brees (10074542),Leonard Fournette (10074565),Derrick Henry (10074569),Martavis Bryant (10074661),Alshon Jeffery (10074653),Michael Thomas (10074643),Austin Hooper (10074747),Stefon Diggs (10074649),Titans (10074796),,RB,Rex Burkhead (10074575),Rex Burkhead,10074575,5700,TEN@NE 01/13/2018 08:15PM ET,NE
992291281,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Drew Brees (10074542),Tevin Coleman (10074585),Leonard Fournette (10074565),Eric Decker (10074675),Torrey Smith (10074703),Michael Thomas (10074643),Rob Gronkowski (10074737),Adam Thielen (10074641),Jaguars (10074791),,QB,Matt Ryan (10074545),Matt Ryan,10074545,5700,ATL@PHI 01/13/2018 04:35PM ET,ATL
992291282,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Drew Brees (10074542),Leonard Fournette (10074565),James White (10074587),Rishard Matthews (10074665),Adam Thielen (10074641),Michael Thomas (10074643),Zach Ertz (10074739),Austin Hooper (10074747),Steelers (10074789),,WR,Mohamed Sanu (10074651),Mohamed Sanu,10074651,5700,ATL@PHI 01/13/2018 04:35PM ET,ATL
992291283,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Drew Brees (10074542),Devonta Freeman (10074571),James White (10074587),Nelson Agholor (10074663),Stefon Diggs (10074649),Michael Thomas (10074643),Delanie Walker (10074741),Leonard Fournette (10074565),Jaguars (10074791),,RB,Mark Ingram (10074573),Mark Ingram,10074573,5600,NO@MIN 01/14/2018 04:40PM ET,NO
992291284,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Drew Brees (10074542),Devonta Freeman (10074571),T.J. Yeldon (10074597),Ted Ginn Jr. (10074655),Alshon Jeffery (10074653),Michael Thomas (10074643),Rob Gronkowski (10074737),Delanie Walker (10074741),Steelers (10074789),,WR,Alshon Jeffery (10074653),Alshon Jeffery,10074653,5500,ATL@PHI 01/13/2018 04:35PM ET,PHI
992291285,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Drew Brees (10074542),Chris Ivory (10074593),James White (10074587),JuJu Smith-Schuster (10074647),Adam Thielen (10074641),Michael Thomas (10074643),Delanie Walker (10074741),Ted Ginn Jr. (10074655),Falcons (10074792),,RB,Latavius Murray (10074577),Latavius Murray,10074577,5400,NO@MIN 01/14/2018 04:40PM ET,MIN
992291286,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Case Keenum (10074543),Corey Clement (10074599),Leonard Fournette (10074565),Corey Davis (10074679),Mohamed Sanu (10074651),Michael Thomas (10074643),Rob Gronkowski (10074737),Stefon Diggs (10074649),Jaguars (10074791),,WR,Chris Hogan (10074657),Chris Hogan,10074657,5200,TEN@NE 01/13/2018 08:15PM ET,NE
992291287,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Case Keenum (10074543),Chris Ivory (10074593),James White (10074587),Alshon Jeffery (10074653),Julio Jones (10074639),Michael Thomas (10074643),Delanie Walker (10074741),Stefon Diggs (10074649),Steelers (10074789),,QB,Nick Foles (10074546),Nick Foles,10074546,5200,ATL@PHI 01/13/2018 04:35PM ET,PHI
992291288,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Alvin Kamara (10074563),Michael Floyd (10074725),Alshon Jeffery (10074653),Mohamed Sanu (10074651),Rob Gronkowski (10074737),Delanie Walker (10074741),Jaguars (10074791),,WR,Marqise Lee (10074659),Marqise Lee,10074659,5100,JAX@PIT 01/14/2018 01:05PM ET,JAX
992291289,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),James White (10074587),Stefon Diggs (10074649),Julio Jones (10074639),Rishard Matthews (10074665),Austin Hooper (10074747),Alvin Kamara (10074563),Jaguars (10074791),,TE,Delanie Walker (10074741),Delanie Walker,10074741,5000,TEN@NE 01/13/2018 08:15PM ET,TEN
992291290,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Dion Lewis (10074567),Alshon Jeffery (10074653),Mohamed Sanu (10074651),Michael Thomas (10074643),Vance McDonald (10074771),Stefon Diggs (10074649),Patriots (10074790),,QB,Blake Bortles (10074547),Blake Bortles,10074547,5000,JAX@PIT 01/14/2018 01:05PM ET,JAX
992291291,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,WR,Martavis Bryant (10074661),Martavis Bryant,10074661,5000,JAX@PIT 01/14/2018 01:05PM ET,PIT
992307220,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Brian Hoyer (10074548),Brian Hoyer,10074548,4900,TEN@NE 01/13/2018 08:15PM ET,NE
992307229,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Sam Bradford (10074549),Sam Bradford,10074549,4900,NO@MIN 01/14/2018 04:40PM ET,MIN
992315136,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,RB,Jerick McKinnon (10074579),Jerick McKinnon,10074579,4900,NO@MIN 01/14/2018 04:40PM ET,MIN
992316653,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,WR,Nelson Agholor (10074663),Nelson Agholor,10074663,4800,ATL@PHI 01/13/2018 04:35PM ET,PHI
992316665,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Teddy Bridgewater (10074550),Teddy Bridgewater,10074550,4800,NO@MIN 01/14/2018 04:40PM ET,MIN
992316707,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Nate Sudfeld (10074551),Nate Sudfeld,10074551,4700,ATL@PHI 01/13/2018 04:35PM ET,PHI
992316792,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Landry Jones (10074552),Landry Jones,10074552,4700,JAX@PIT 01/14/2018 01:05PM ET,PIT
992316804,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,TE,Kyle Rudolph (10074743),Kyle Rudolph,10074743,4700,NO@MIN 01/14/2018 04:40PM ET,MIN
992316839,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,RB,Jay Ajayi (10074581),Jay Ajayi,10074581,4600,ATL@PHI 01/13/2018 04:35PM ET,PHI
992316871,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Chase Daniel (10074553),Chase Daniel,10074553,4600,NO@MIN 01/14/2018 04:40PM ET,NO
992324084,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Matt Cassel (10074554),Matt Cassel,10074554,4500,TEN@NE 01/13/2018 08:15PM ET,TEN
992324135,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,WR,Rishard Matthews (10074665),Rishard Matthews,10074665,4500,TEN@NE 01/13/2018 08:15PM ET,TEN
992324145,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,RB,Tevin Coleman (10074585),Tevin Coleman,10074585,4400,ATL@PHI 01/13/2018 04:35PM ET,ATL
992324152,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,WR,Dede Westbrook (10074667),Dede Westbrook,10074667,4400,JAX@PIT 01/14/2018 01:05PM ET,JAX
992324158,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,RB,James White (10074587),James White,10074587,4300,TEN@NE 01/13/2018 08:15PM ET,NE
992324201,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Matt Schaub (10074555),Matt Schaub,10074555,4300,ATL@PHI 01/13/2018 04:35PM ET,ATL
992324236,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Chad Henne (10074556),Chad Henne,10074556,4300,JAX@PIT 01/14/2018 01:05PM ET,JAX
992331733,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,RB,DeMarco Murray (10074583),DeMarco Murray,10074583,4200,TEN@NE 01/13/2018 08:15PM ET,TEN
992331739,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,WR,Keelan Cole (10074671),Keelan Cole,10074671,4200,JAX@PIT 01/14/2018 01:05PM ET,JAX
992331798,NFL $1.75M Fantasy Football Quarter Millionaire [$250K to 1st],52322003,$25 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,WR,Danny Amendola (10074669),Danny Amendola,10074669,4100,TEN@NE 01/13/2018 08:15PM ET,NE
992317750,NFL $1M Divisional Final Four ,52322004,$4 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Brandon Weeden (10074557),Brandon Weeden,10074557,4000,TEN@NE 01/13/2018 08:15PM ET,TEN
992317773,NFL $1M Divisional Final Four ,52322004,$4 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Joshua Dobbs (10074558),Joshua Dobbs,10074558,4000,JAX@PIT 01/14/2018 01:05PM ET,PIT
992317781,NFL $1M Divisional Final Four ,52322004,$4 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,WR,Allen Hurns (10074673),Allen Hurns,10074673,4000,JAX@PIT 01/14/2018 01:05PM ET,JAX
992317802,NFL $1M Divisional Final Four ,52322004,$4 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Kyle Sloter (10074559),Kyle Sloter,10074559,4000,NO@MIN 01/14/2018 04:40PM ET,MIN
992317837,NFL $1M Divisional Final Four ,52322004,$4 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,QB,Taysom Hill (10074560),Taysom Hill,10074560,4000,NO@MIN 01/14/2018 04:40PM ET,NO
992317864,NFL $1M Divisional Final Four ,52322004,$4 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,RB,Stevan Ridley (10074589),Stevan Ridley,10074589,3900,JAX@PIT 01/14/2018 01:05PM ET,PIT
992318028,NFL $1M Divisional Final Four ,52322004,$4 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,WR,Eric Decker (10074675),Eric Decker,10074675,3800,TEN@NE 01/13/2018 08:15PM ET,TEN
992318105,NFL $1M Divisional Final Four ,52322004,$4 ,Matt Ryan (10074545),Leonard Fournette (10074565),Jerick McKinnon (10074579),Chris Hogan (10074657),Julio Jones (10074639),Michael Thomas (10074643),Austin Hooper (10074747),Delanie Walker (10074741),Steelers (10074789),,DST,Steelers  (10074789),Steelers ,10074789,3800,JAX@PIT 01/14/2018 01:05PM ET,PIT
