Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Rob Gronkowski,NE,NYJ,1,6,1.7,1.1,"As long as Gronk plays, he must be plugged back into your lineups. Granted, there is always a chance he ends up a late scratch for some reason, so keep an eye on the situation, but at this point, he is well worth the risk."
2,Zach Ertz,PHI,CAR,1,11,1.9,1.6,"Ertz has seen an incredible 48 targets this season, as is on pace for 102 catches and 1,238 yards. He'll have a tough matchup on Thursday, as the Panthers allow the sixth-fewest fantasy points to opposing tight ends. But Ertz has been utterly matchup-proof this season, and he can never be considered anything other than a top-three tight end. Start him with confidence, as always. "
18,Austin Hooper,ATL,MIA,4,25,17.8,3.8,"Hooper finally saw some targets in Week 4 against the Bills, though that was largely the product of Julio Jones' and Mohamed Sanu's injuries. The Dolphins allow the fifth-most fantasy points to opposing tight ends, and with Sanu set to miss this week's game with a hamstring strain, Hooper could again be in line for significant targets. Consider him a borderline TE1 with upside."
19,Ed Dickson,CAR,PHI,11,30,18.0,3.4,"Dickson exploded against the Lions with five catches for 175 yards, and although it was obviously fluky, he did have three catches for 62 yards against the Patriots the week before. Dickson has had his chances at fantasy relevance before and failed to make anything of them, but it's hard not to be intrigued by his usage in the Carolina offense. If you're desperate tight end, he's a decent add."
20,A.J. Derby,DEN,NYG,5,27,19.3,5.0,"The Broncos have not really given one tight end the primary role, as both A.J. Derby and Virgil Green are both playing a decent amount of snaps. Derby is the better talent and has seen more targets, but Green has played 54 more snaps than him. It's disappointing because the Giants are brutal against tight ends and have allowed six different tight ends to finish as top-12 options. They've only played five games. If you're betting on one, it should be Derby.  "
21,Jack Doyle,IND,TEN,9,25,19.1,3.6
22,David Njoku,CLE,HOU,15,27,21.8,2.9,"The Browns haven't used Njoku much, as is often the case with rookie tight ends, but when the ball has been thrown his way, he has shown some serious ability. There is a possibility he breaks out with the likely QB change and is worth a speculative add, plus they have been using him in the red zone, so he is a quality streamer any given week."
23,Eric Ebron,DET,NO,15,27,22.1,2.9,"Ebron has had a disastrous season thus far, with just 12 catches for 93 yards and a touchdown, with several drops along the way. He's tied for 28th among tight ends in fantasy points and is playing only about 50 percent of the snaps now, losing time to Daniel Fells. The Saints may have a leaky defense, but they're not terrible against tight ends, allowing just 13 catches to the position through four games. Ebron simply can't be started in fantasy leagues right now."
24,Tyler Higbee,LAR,JAC,9,34,25.0,4.5
25,Julius Thomas,MIA,ATL,14,30,24.9,3.4
26,Jesse James,PIT,KC,16,28,23.8,2.5
27,Vernon Davis,WAS,SF,16,32,25.8,3.1
28,Antonio Gates,LAC,OAK,19,31,26.5,2.2
29,Seth DeValve,CLE,HOU,19,34,28.4,2.8
30,Gerald Everett,LAR,JAC,19,39,30.1,4.3
31,Jermaine Gresham,ARI,TB,23,33,29.7,2.3
32,Marcedes Lewis,JAC,LAR,24,36,31.9,2.5
33,Stephen Anderson,HOU,CLE,29,38,32.6,2.9
34,O.J. Howard,TB,ARI,25,40,33.1,3.4
35,Darren Fells,DET,NO,29,40,33.9,2.8
36,Jonnu Smith,TEN,IND,29,43,34.8,2.6
37,Nick Boyle,BAL,CHI,34,41,37.1,2.1
38,Virgil Green,DEN,NYG,32,41,37.2,2.6
39,Demetrius Harris,KC,PIT,30,42,38.0,4.2
40,Brandon Williams,IND,TEN,31,49,38.2,7.1
41,Dwayne Allen,NE,NYJ,31,69,38.6,8.7
42,Rhett Ellison,NYG,DEN,24,45,38.7,6.8
43,Lance Kendricks,GB,MIN,32,46,39.6,4.3
44,Eric Tomlinson,NYJ,NE,37,45,40.8,2.9
45,Trey Burton,PHI,CAR,33,47,41.3,4.1
46,Richard Rodgers,GB,MIN,32,48,41.4,5.6
47,Dion Sims,CHI,BAL,36,46,41.7,3.1
48,Jerell Adams,NYG,DEN,38,51,44.0,5.4
49,Maxx Williams,BAL,CHI,42,48,45.0,3.0
50,Jacob Hollister,NE,NYJ,33,62,47.0,13.1
51,Garrett Celek,SF,WAS,40,56,47.0,4.8
52,Josh Hill,NO,DET,39,55,47.7,4.6
53,Vance McDonald,PIT,KC,39,58,48.7,6.2
54,Levine Toilolo,ATL,MIA,43,53,49.1,3.0
55,Brent Celek,PHI,CAR,46,52,49.3,2.2
56,Darrell Daniels,IND,TEN,44,54,50.7,4.7
57,Anthony Fasano,MIA,ATL,45,57,50.8,4.4
58,James O'Shaughnessy,JAC,LAR,47,59,51.5,4.7
59,Lee Smith,OAK,LAC,48,61,55.2,5.1
60,Clive Walford,OAK,LAC,52,67,57.0,5.3
61,Jeff Heuerman,DEN,NYG,54,63,57.2,3.2
62,Troy Niklas,ARI,TB,55,65,58.6,3.8
63,Phillip Supernaw,TEN,IND,55,64,59.5,4.5
64,Michael Roberts,DET,NO,59,62,60.5,1.5
65,Adam Shaheen,CHI,BAL,60,63,61.5,1.5
66,Ross Travis,KC,PIT,64,66,65.0,1.0
67,Blake Bell,MIN,GB,60,71,65.5,5.5
