Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
13,Jason Witten,DAL,DEN,8,25,13.0,3.3,"Witten showed he still has fantasy relevance with his 7-59-1 performance against the Giants in Week 1. He now gets to take on a tough Denver secondary, which just shut down the combination of Hunter Henry and Antonio Gates. Denver generally bottles up tight ends, although Travis Kelce torched them in both matchups in 2016. Witten's value comes more from the fact that he's one of Dak Prescott's only reliable weapons, and defenses focus on taking away Dez Bryant. Witten is far from a safe play here, and should be considered more of a mid-range TE2."
14,Eric Ebron,DET,NYG,7,23,15.4,3.6,"The Giants are a stomping ground for opposing tight ends, as they allowed 87-year-old Jason Witten to rack up seven catches for 59 yards and a touchdown last week. The 1,052 yards they allowed to tight ends in 2016 was the fourth-most in the league. They only allowed four touchdowns to them, but Ebron doesn't score touchdowns, right? He's a low-end TE1 this week. "
15,Jared Cook,OAK,NYJ,8,23,16.0,3.1,"The Titans' secondary is nothing to write home about, but Cook was one of the better tight ends in football during Week 1 with 5 receptions for 56 yards. He appears to be the #3 option in this solid offense, so if you are desperate for a tight end, he fits the bill."
16,Austin Hooper,ATL,GB,10,26,16.4,3.4,"Hooper had a monstrous line in Week 1 against the Bears, with 128 receiving yards and a touchdown on two catches. But his 88-yard touchdown catch-and-run was on a broken play, and both of his catches and targets came in the fourth quarter. That's not to say that Hooper won't be valuable in Week 2 against the Packers - far from it. Green Bay allowed the eighth-most yardage to tight ends in 2016, and Hooper was solid against them last year (five catches for 41 yards). Expect his yardage to obviously decline from Week 1, but expect more targets and catches, making him a borderline TE1 here."
17,Cameron Brate,TB,CHI,8,26,17.6,3.3
18,Zach Miller,CHI,TB,10,27,18.8,3.7
19,Antonio Gates,LAC,MIA,9,26,18.9,3.5,"You'll want to stream Antonio Gates this week, as it's likely he breaks the all-time touchdown record in the Chargers first home game against the Dolphins. There were 10 tight ends who saw five or more targets against them in 2016 and nine of them totaled at least 9.5 PPR points, including five of them to score 16.3 or more. Gates was actually one of them. "
20,Hunter Henry,LAC,MIA,10,40,19.8,4.3,"Henry has a nice big ceiling this week against a Dolphins defense who struggles versus tight ends, but he should only be on the field for 20 to 25 snaps, so he is by no means a safe start."
21,Julius Thomas,MIA,LAC,12,96,21.4,11.0
22,Evan Engram,NYG,DET,4,29,20.4,4.0,"Engram stepped up in Week 1 with Odell Beckham Jr. missing the game, catching four of five targets for 44 yards. While that stat line doesn't jump out at you, given the struggles of the Giants offense in the opener, it's quite noteworthy. Engram played about 80 percent of the snaps in Week 1, and the Lions allowed the third-most touchdowns to tight ends in 2016. If Beckham sits again, Engram should be a viable TE2 play, though he's probably someone to avoid for now if Beckham does suit up."
23,Jack Doyle,IND,ARI,13,29,21.1,3.4
24,Jesse James,PIT,MIN,9,27,22.0,3.7,"James did have two touchdowns in the Steelers' victory over the Browns, but don't forget that they just went out to acquire Vance McDonald, who is the more athletic option of the two tight ends. James may have a touchdown here or there, but is most likely not going to have another game like his Week 1 performance all season."
25,George Kittle,SF,SEA,16,33,25.6,3.3,"Kittle saw plenty of action in Week 1 against the Panthers, with six targets. He hauled in five of them, albeit for just 27 yards. You shouldn't be targeting any 49ers in a Week 2 matchup in Seattle against a tough and angry Seahawks defense. But the fact that Kittle saw six targets in Week 1 suggests that he'll be a big target of Brian Hoyer this season, and any tight end that will see significant volume makes a viable play. For now, consider Kittle just a mid-range TE2 in this matchup, but monitor him closely this week to see if he can become a potential matchup play in the future."
26,Benjamin Watson,BAL,CLE,17,37,29.3,5.0
27,Jermaine Gresham,ARI,IND,17,77,30.0,9.1
28,Seth DeValve,CLE,BAL,18,34,27.9,3.5
29,A.J. Derby,DEN,DAL,18,48,28.6,5.8
30,Dwayne Allen,NE,NO,20,41,29.6,3.7
31,O.J. Howard,TB,CHI,23,36,29.2,3.6
32,Tyler Higbee,LAR,WAS,23,38,30.6,3.9
33,David Njoku,CLE,BAL,25,43,31.2,3.9
34,Dion Sims,CHI,TB,27,37,31.9,2.7
35,Evan Baylis,HOU,CIN,24,40,32.0,4.2
36,Marcedes Lewis,JAC,TEN,26,45,32.7,4.4
37,Nick Boyle,BAL,CLE,24,44,33.3,5.6
38,Will Tye,NYJ,OAK,27,47,33.4,5.4
39,Austin Seferian-Jenkins,NYJ,OAK,28,39,34.2,3.5
40,Stephen Anderson,HOU,CIN,34,35,34.5,0.5
41,Ryan Griffin,HOU,CIN,35,39,37.0,2.0
42,Vance McDonald,PIT,MIN,26,65,37.9,8.4
43,Gerald Everett,LAR,WAS,25,57,37.9,6.8
44,Virgil Green,DEN,DAL,27,47,38.0,6.6
45,Vernon Davis,WAS,LAR,30,53,39.4,5.6
46,Nick O'Leary,BUF,CAR,24,68,39.8,12.1
47,Lance Kendricks,GB,ATL,28,84,42.1,12.3
48,Josh Hill,NO,NE,38,48,44.0,3.7
49,Maxx Williams,BAL,CLE,33,92,45.8,14.7
50,Troy Niklas,ARI,IND,39,54,46.3,5.8
51,Luke Willson,SEA,SF,40,51,46.7,3.5
52,Ben Koyack,JAC,TEN,40,59,50.1,6.9
53,Brent Celek,PHI,KC,41,58,50.5,6.5
54,Derek Carrier,LAR,WAS,37,76,51.3,12.1
55,Garrett Celek,SF,SEA,35,66,51.5,10.0
56,Levine Toilolo,ATL,GB,42,74,51.6,9.0
57,Demetrius Harris,KC,PHI,40,90,51.9,13.4
58,Jonnu Smith,TEN,JAC,36,62,52.3,8.3
59,Ed Dickson,CAR,BUF,46,57,53.3,3.4
60,Rhett Ellison,NYG,DET,43,70,54.8,8.6
61,Tyler Kroft,CIN,HOU,39,70,55.1,9.2
62,Ifeanyi Momah,ARI,IND,49,65,56.8,6.2
63,Trey Burton,PHI,KC,46,71,57.3,8.3
64,MarQueis Gray,MIA,LAC,53,62,57.5,4.5
65,Lee Smith,OAK,NYJ,33,73,58.3,14.3
66,Darrell Daniels,IND,ARI,49,68,59.7,5.8
67,Jeff Heuerman,DEN,DAL,44,87,59.8,11.9
68,Anthony Fasano,MIA,LAC,50,75,60.6,7.8
69,Clive Walford,OAK,NYJ,49,91,61.5,12.3
70,David Morgan,MIN,PIT,52,67,61.6,4.6
71,Nick Vannett,SEA,SF,51,69,62.1,6.5
72,Ross Travis,KC,PHI,44,75,62.6,11.6
73,Darren Fells,DET,NYG,54,72,64.0,6.4
74,Adam Shaheen,CHI,TB,40,94,64.1,13.7
75,Brandon Williams,IND,ARI,48,76,64.3,10.4
76,Richard Rodgers,GB,ATL,46,74,64.5,8.0
77,James Hanna,DAL,DEN,50,73,64.7,10.4
78,Randall Telfer,CLE,BAL,56,82,67.3,10.9
79,Phillip Supernaw,TEN,JAC,67,70,68.5,1.5
80,James O'Shaughnessy,JAC,TEN,46,93,69.5,16.7
81,Niles Paul,WAS,LAR,59,76,69.8,5.8
82,Michael Hoomanawanui,NO,NE,67,73,70.0,2.2
83,Jim Dray,FA,,68,72,70.0,2.0
84,Jordan Leggett,NYJ,OAK,70,72,71.0,1.0
85,Jerell Adams,NYG,DET,68,75,71.5,3.0
86,Xavier Grimble,PIT,MIN,64,77,71.8,4.8
87,Geoff Swaim,DAL,DEN,61,97,75.0,13.4
88,Logan Paulsen,SF,SEA,74,88,81.0,7.0
