Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,
876092898,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Ben Roethlisberger (9646298),C.J. Anderson (9646399),Christian McCaffrey (9645838) (LOCKED),A.J. Green (9646273),Rishard Matthews (9645912) (LOCKED),Kenny Stills (9646145) (LOCKED),Austin Seferian-Jenkins (9646189) (LOCKED),JuJu Smith-Schuster (9646313),Broncos (9646429),,RB,David Johnson (9646096) (LOCKED),David Johnson,9646096,6500,In Progress,ARI
876092899,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Ben Roethlisberger (9646298),Jordan Howard (9645804) (LOCKED),Carlos Hyde (9646364),Pierre Garcon (9646372),A.J. Green (9646273),JuJu Smith-Schuster (9646313),Evan Engram (9646483),Melvin Gordon (9646433),Bears (9645834) (LOCKED),,WR,DeVante Parker (9646143) (LOCKED),DeVante Parker,9646143,6500,In Progress,MIA
876092900,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Cam Newton (9645835) (LOCKED),Jay Ajayi (9646133) (LOCKED),Chris Ivory (9646032) (LOCKED),Kelvin Benjamin (9645848) (LOCKED),Pierre Garcon (9646372),Demaryius Thomas (9646411),Hunter Henry (9646453),Christian McCaffrey (9645838) (LOCKED),Dolphins (9646161) (LOCKED),,RB,Jordan Howard (9645804) (LOCKED),Jordan Howard,9645804,6400,In Progress,CHI
876092901,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Cam Newton (9645835) (LOCKED),Jay Ajayi (9646133) (LOCKED),Jordan Howard (9645804) (LOCKED),Kelvin Benjamin (9645848) (LOCKED),Demaryius Thomas (9646411),Tyrell Williams (9646445),Evan Engram (9646483),Christian McCaffrey (9645838) (LOCKED),Dolphins (9646161) (LOCKED),,QB,Russell Wilson (9646492),Russell Wilson,9646492,6400,SEA@NYG 10/22/2017 04:25PM ET,SEA
876092902,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Cam Newton (9645835) (LOCKED),Jay Ajayi (9646133) (LOCKED),Jordan Howard (9645804) (LOCKED),Kelvin Benjamin (9645848) (LOCKED),Bennie Fowler (9646413),Adam Thielen (9646208) (LOCKED),Hunter Henry (9646453),Christian McCaffrey (9645838) (LOCKED),Dolphins (9646161) (LOCKED),,RB,Jerick McKinnon (9646202) (LOCKED),Jerick McKinnon,9646202,6300,In Progress,MIN
876092903,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Cam Newton (9645835) (LOCKED),Alvin Kamara (9645967) (LOCKED),Christian McCaffrey (9645838) (LOCKED),Robby Anderson (9646177) (LOCKED),Kelvin Benjamin (9645848) (LOCKED),Kenny Stills (9646145) (LOCKED),Jimmy Graham (9646514),C.J. Anderson (9646399),Broncos (9646429),,WR,Keenan Allen (9646443),Keenan Allen,9646443,6300,DEN@LAC 10/22/2017 04:25PM ET,LAC
876092904,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Cam Newton (9645835) (LOCKED),Jay Ajayi (9646133) (LOCKED),Christian McCaffrey (9645838) (LOCKED),Davante Adams (9645949) (LOCKED),Kelvin Benjamin (9645848) (LOCKED),Marqise Lee (9646042) (LOCKED),Jack Doyle (9646017) (LOCKED),Melvin Gordon (9646433),Dolphins (9646161) (LOCKED),,RB,DeMarco Murray (9645904) (LOCKED),DeMarco Murray,9645904,6200,In Progress,TEN
876092905,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Carson Palmer (9646093) (LOCKED),Jay Ajayi (9646133) (LOCKED),Jordan Howard (9645804) (LOCKED),John Brown (9646114) (LOCKED),A.J. Green (9646273),Robert Woods (9646076) (LOCKED),Hunter Henry (9646453),C.J. Anderson (9646399),Bears (9645834) (LOCKED),,RB,Jay Ajayi (9646133) (LOCKED),Jay Ajayi,9646133,6200,In Progress,MIA
876092906,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Carson Palmer (9646093) (LOCKED),Mark Ingram (9645969) (LOCKED),Christian McCaffrey (9645838) (LOCKED),Doug Baldwin (9646504),John Brown (9646114) (LOCKED),Robert Woods (9646076) (LOCKED),Evan Engram (9646483),Melvin Gordon (9646433),Jaguars (9646060) (LOCKED),,QB,Ben Roethlisberger (9646298),Ben Roethlisberger,9646298,6200,CIN@PIT 10/22/2017 04:25PM ET,PIT
876092907,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Carson Palmer (9646093) (LOCKED),Jordan Howard (9645804) (LOCKED),LeSean McCoy (9645740) (LOCKED),John Brown (9646114) (LOCKED),A.J. Green (9646273),Robert Woods (9646076) (LOCKED),Hunter Henry (9646453),Demaryius Thomas (9646411),Bears (9645834) (LOCKED),,RB,Christian McCaffrey (9645838) (LOCKED),Christian McCaffrey,9645838,6100,In Progress,CAR
876092908,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Carson Palmer (9646093) (LOCKED),Derrick Henry (9645906) (LOCKED),Christian McCaffrey (9645838) (LOCKED),Antonio Brown (9646309),John Brown (9646114) (LOCKED),Robert Woods (9646076) (LOCKED),Cameron Brate (9645792) (LOCKED),Carlos Hyde (9646364),Titans (9645932) (LOCKED),,WR,T.Y. Hilton (9646007) (LOCKED),T.Y. Hilton,9646007,6100,In Progress,IND
876092909,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Carson Palmer (9646093) (LOCKED),Le'Veon Bell (9646301),Jordan Howard (9645804) (LOCKED),John Brown (9646114) (LOCKED),Jordy Nelson (9645945) (LOCKED),Robert Woods (9646076) (LOCKED),Hunter Henry (9646453),Alvin Kamara (9645967) (LOCKED),Bears (9645834) (LOCKED),,QB,Jameis Winston (9645771) (LOCKED),Jameis Winston,9645771,6000,In Progress,TB
876092910,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Eli Manning (9646462),Doug Martin (9645774) (LOCKED),Christian McCaffrey (9645838) (LOCKED),Doug Baldwin (9646504),Adam Thielen (9646208) (LOCKED),Demaryius Thomas (9646411),Evan Engram (9646483),Melvin Gordon (9646433),Buccaneers (9645800) (LOCKED),,WR,Devin Funchess (9645850) (LOCKED),Devin Funchess,9645850,6000,In Progress,CAR
876092911,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Eli Manning (9646462),Todd Gurley II (9646064) (LOCKED),Jordan Howard (9645804) (LOCKED),Doug Baldwin (9646504),T.Y. Hilton (9646007) (LOCKED),Marqise Lee (9646042) (LOCKED),Evan Engram (9646483),Melvin Gordon (9646433),Bears (9645834) (LOCKED),,RB,Doug Martin (9645774) (LOCKED),Doug Martin,9645774,5900,In Progress,TB
876092912,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Eli Manning (9646462),Jordan Howard (9645804) (LOCKED),LeSean McCoy (9645740) (LOCKED),Doug Baldwin (9646504),Pierre Garcon (9646372),Jordy Nelson (9645945) (LOCKED),Evan Engram (9646483),Alvin Kamara (9645967) (LOCKED),Bears (9645834) (LOCKED),,QB,Sam Bradford (9646196) (LOCKED),Sam Bradford,9646196,5900,In Progress,MIN
876092913,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Eli Manning (9646462),Doug Martin (9645774) (LOCKED),Christian McCaffrey (9645838) (LOCKED),Doug Baldwin (9646504),Antonio Brown (9646309),Demaryius Thomas (9646411),Evan Engram (9646483),Chris Ivory (9646032) (LOCKED),Buccaneers (9645800) (LOCKED),,RB,Carlos Hyde (9646364),Carlos Hyde,9646364,5900,DAL@SF 10/22/2017 04:05PM ET,SF
876092914,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Eli Manning (9646462),Jordan Howard (9645804) (LOCKED),Carlos Hyde (9646364),Doug Baldwin (9646504),Jarvis Landry (9646141) (LOCKED),Demaryius Thomas (9646411),Evan Engram (9646483),Melvin Gordon (9646433),Bears (9645834) (LOCKED),,WR,Emmanuel Sanders (9646409),Emmanuel Sanders,9646409,5900,DEN@LAC 10/22/2017 04:25PM ET,DEN
876092915,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Ben Roethlisberger (9646298),Chris Ivory (9646032) (LOCKED),Christian McCaffrey (9645838) (LOCKED),Antonio Brown (9646309),Martavis Bryant (9646311),Demaryius Thomas (9646411),Hunter Henry (9646453),Jordan Howard (9645804) (LOCKED),Vikings (9646228) (LOCKED),,TE,Delanie Walker (9645924) (LOCKED),Delanie Walker,9645924,5800,In Progress,TEN
876092916,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Ben Roethlisberger (9646298),Jay Ajayi (9646133) (LOCKED),Christian McCaffrey (9645838) (LOCKED),Antonio Brown (9646309),Martavis Bryant (9646311),Kendall Wright (9645814) (LOCKED),Jason Witten (9646353),Melvin Gordon (9646433),Dolphins (9646161) (LOCKED),,WR,Davante Adams (9645949) (LOCKED),Davante Adams,9645949,5800,In Progress,GB
876092917,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Ben Roethlisberger (9646298),Jordan Howard (9645804) (LOCKED),Alvin Kamara (9645967) (LOCKED),Antonio Brown (9646309),Jermaine Kearse (9646175) (LOCKED),Jarvis Landry (9646141) (LOCKED),Jimmy Graham (9646514),Martavis Bryant (9646311),Bears (9645834) (LOCKED),,QB,Jared Goff (9646061) (LOCKED),Jared Goff,9646061,5800,In Progress,LAR
876092918,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Ben Roethlisberger (9646298),Jordan Howard (9645804) (LOCKED),Mark Ingram (9645969) (LOCKED),Antonio Brown (9646309),Martavis Bryant (9646311),Kenny Stills (9646145) (LOCKED),Austin Seferian-Jenkins (9646189) (LOCKED),Carlos Hyde (9646364),Bears (9645834) (LOCKED),,RB,Adrian Peterson (9646100) (LOCKED),Adrian Peterson,9646100,5800,In Progress,ARI
876092919,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Ben Roethlisberger (9646298),Jordan Howard (9645804) (LOCKED),LeSean McCoy (9645740) (LOCKED),Antonio Brown (9646309),Martavis Bryant (9646311),Rishard Matthews (9645912) (LOCKED),Hunter Henry (9646453),Duke Johnson Jr. (9645868) (LOCKED),Bears (9645834) (LOCKED),,WR,Pierre Garcon (9646372),Pierre Garcon,9646372,5800,DAL@SF 10/22/2017 04:05PM ET,SF
876092920,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Jared Goff (9646061) (LOCKED),Ezekiel Elliott (9646331),Jordan Howard (9645804) (LOCKED),Cole Beasley (9646343),John Brown (9646114) (LOCKED),Cooper Kupp (9646074) (LOCKED),Jimmy Graham (9646514),Melvin Gordon (9646433),Bears (9645834) (LOCKED),,WR,Demaryius Thomas (9646411),Demaryius Thomas,9646411,5800,DEN@LAC 10/22/2017 04:25PM ET,DEN
876092921,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Jared Goff (9646061) (LOCKED),C.J. Anderson (9646399),Christian McCaffrey (9645838) (LOCKED),T.Y. Hilton (9646007) (LOCKED),Cooper Kupp (9646074) (LOCKED),Jarvis Landry (9646141) (LOCKED),Austin Seferian-Jenkins (9646189) (LOCKED),John Brown (9646114) (LOCKED),Broncos (9646429),,WR,DeSean Jackson (9645784) (LOCKED),DeSean Jackson,9645784,5700,In Progress,TB
876092922,NFL $4M Fantasy Football Millionaire [$1M to 1st],46765664,$20 ,Jared Goff (9646061) (LOCKED),Jordan Howard (9645804) (LOCKED),LeSean McCoy (9645740) (LOCKED),John Brown (9646114) (LOCKED),Cooper Kupp (9646074) (LOCKED),Jordy Nelson (9645945) (LOCKED),Jimmy Graham (9646514),Melvin Gordon (9646433),Bears (9645834) (LOCKED),,QB,Andy Dalton (9646262),Andy Dalton,9646262,5700,CIN@PIT 10/22/2017 04:25PM ET,CIN
